banda,giro diário,reversão,pernas paradas,breakeven,custo pago,excesso,sharpe,Σ|w|
0.0,0.39634122516246634,0.41882291419890955,0.006535947712418301,22.86852263763404,0.029646323642152486,0.03044864509852374,1.1814900254809628,1.9146333768997865
0.001,0.39571310547177,0.41863120610894655,0.3333333333333333,22.90504678280035,0.0295993402892884,0.03050011682126441,1.1813759506622266,1.9149043809121564
0.0025,0.39419136449981207,0.41813313196161067,0.4572192513368984,23.023719443452883,0.029485514064585945,0.0312133208490728,1.1828373072991647,1.9161214105394002
0.005,0.3912273160856775,0.41663897174890524,0.5570409982174688,23.145047666850342,0.02926380324320868,0.030449530742485686,1.1803072264639436,1.9168060587771307
0.01,0.38640495390667445,0.41463667539155624,0.6449792038027332,23.467337800956734,0.028903090552219256,0.03157482885177987,1.1835719462088752,1.917440508208018
0.025,0.371722657304885,0.4114858575877886,0.7551990493166963,24.329495289478686,0.027804854766405398,0.03155955451455328,1.1788660588814293,1.9212798389539407
0.05,0.3476336032834672,0.41001088851188333,0.8306595365418895,25.447620407638222,0.026002993525603348,0.02465305690922759,1.167046198812232,1.9391794362108368
