data,r_bruto,r_mercado,r_tilt,custo,carrego,r_liquido,giro,alavancagem,alavancagem_pedida,r_pedido,n_views,n_taticas,cenario,r_benchmark
2026-06-01,0.0028934522975662706,0.0027231134609038143,0.00017033883666245624,0.00040065004470040544,0.0,0.002492802252865865,2.003250223502027,2.0,1309.118048695084,0.22554642009278703,2,0,tilt ≤ 1,0.0027231134609038143
2026-06-02,0.0007886500540245592,0.0013579397972762752,-0.000569289743251716,1.0131155360459652e-06,0.0,0.0007876369384885133,0.0050655776802298255,1.9980503519450241,1602.5145412615611,-0.9115064416979114,2,1,tilt ≤ 1,0.0013579397972762752
2026-06-03,-0.007337378116601477,-0.00701718232049986,-0.00032019579610161747,4.049130582214578e-07,0.0,-0.007337783029659699,0.0020245652911072888,1.9982282484480707,1855.405086238361,-0.6014302867956869,2,1,tilt ≤ 1,-0.00701718232049986
2026-06-04,0.0032636380257711566,0.0037786857621391334,-0.0005150477363679768,1.0236605172162755e-06,0.0,0.0032626143652539404,0.005118302586081377,1.998432598264776,2103.0825339433954,-1.0799242604768031,2,1,tilt ≤ 1,0.0037786857621391334
2026-06-05,-0.02796522626294214,-0.025809371248925683,-0.0021558550140164563,1.142430061048984e-06,0.0,-0.027966368693003188,0.0057121503052449205,1.9911171330976838,3007.793005750668,-6.512330858834146,3,1,tilt ≤ 1,-0.025809371248925683
2026-06-08,0.0027935785368751447,0.002264172608771542,0.0005294059281036028,4.277379461209859e-06,0.0,0.002789301157413935,0.021386897306049295,1.9995562478627302,4205.611434609721,2.2291985983743454,2,1,tilt ≤ 1,0.002264172608771542
2026-06-09,-0.003172705023868952,-0.0029354505508077944,-0.00023725447306115763,1.4686692803926599e-06,0.0,-0.0031741736931493445,0.007343346401963299,2.0,9146.180978519578,-2.172670544658386,2,1,tilt ≤ 1,-0.0029354505508077944
2026-06-10,-0.00907960141069036,-0.015765562508027298,0.006685961097336938,0.00034207304940752183,0.0,-0.009421674460097881,1.7103652470376092,1.984113924478565,13.471598379867086,0.06896509673305927,2,1,tilt ≤ 1,-0.015765562508027298
2026-06-11,0.016084461170145902,0.016996847886747934,-0.0009123867166020323,0.00032971465908393743,0.0,0.015754746511061964,1.648573295419687,2.0,243.17805623688844,-0.20396319367628812,2,1,tilt ≤ 1,0.016996847886747934
2026-06-12,0.004813187204115602,0.005408247901529384,-0.0005950606974137818,0.0003875867884867276,0.0,0.004425600415628874,1.937933942433638,2.0,317.7780493589072,-0.18309391907535943,2,1,tilt ≤ 1,0.005408247901529384
2026-06-15,0.016325030424244345,0.01763396989375332,-0.0013089394695089754,6.447439301610643e-06,0.0,0.016318582984942733,0.03223719650805321,1.9999999999999998,632.8261509092173,-0.8093882168992568,2,1,tilt ≤ 1,0.01763396989375332
2026-06-16,-0.004454976240281041,-0.005961562844234103,0.001506586603953062,3.483953056014904e-06,0.0,-0.004458460193337056,0.01741976528007452,2.0,613.8765557297166,0.9173900458950496,2,1,tilt ≤ 1,-0.005961562844234103
2026-06-17,-0.02168334076341916,-0.012487870885051433,-0.009195469878367727,0.00039899566842965215,0.0,-0.02208233643184881,1.9949783421482608,2.0,4.4122252709076735,-0.0438648855818881,0,1,tilt ≤ 1,-0.012487870885051433
2026-06-18,0.009174692029507095,0.010396992441959574,-0.0012223004124524792,0.0004022413766769229,0.0,0.008772450652830171,2.0112068833846144,1.9999999999999998,796.0160950926313,-0.961351508496124,1,1,tilt ≤ 1,0.010396992441959574
2026-06-22,-0.0020756449717816323,-0.003146979693962715,0.0010713347221810825,2.943000478705189e-06,0.0,-0.0020785879722603376,0.014715002393525944,2.0,880.0669779644733,0.9386279969221705,1,0,tilt ≤ 1,-0.003146979693962715
