familia,evento,mercado,bucket,K,h,p,y,valor,volume
FOMC,2025-12-10,No change in Fed interest rates after December 2025 meeting?,2,4,20,0.755,0.0,0.0,44523455.111481
FOMC,2025-12-10,Fed increases interest rates by 25+ bps after December 2025 meeting?,3,4,20,0.0055,0.0,37.5,133173605.453166
FOMC,2025-12-10,Fed decreases interest rates by 50+ bps after December 2025 meeting?,0,4,30,0.0245,0.0,-62.5,161574382.129451
FOMC,2025-12-10,Fed decreases interest rates by 25 bps after December 2025 meeting?,1,4,30,0.705,1.0,-25.0,54634506.683355
FOMC,2025-12-10,No change in Fed interest rates after December 2025 meeting?,2,4,30,0.265,0.0,0.0,44523455.111481
FOMC,2025-12-10,Fed increases interest rates by 25+ bps after December 2025 meeting?,3,4,30,0.0055,0.0,37.5,133173605.453166
FOMC,2025-12-10,Fed decreases interest rates by 50+ bps after December 2025 meeting?,0,4,45,0.055,0.0,-62.5,161574382.129451
FOMC,2025-12-10,Fed decreases interest rates by 25 bps after December 2025 meeting?,1,4,45,0.84,1.0,-25.0,54634506.683355
FOMC,2025-12-10,No change in Fed interest rates after December 2025 meeting?,2,4,45,0.095,0.0,0.0,44523455.111481
FOMC,2025-12-10,Fed increases interest rates by 25+ bps after December 2025 meeting?,3,4,45,0.0095,0.0,37.5,133173605.453166
FOMC,2025-12-10,Fed decreases interest rates by 50+ bps after December 2025 meeting?,0,4,60,0.065,0.0,-62.5,161574382.129451
FOMC,2025-12-10,Fed decreases interest rates by 25 bps after December 2025 meeting?,1,4,60,0.735,1.0,-25.0,54634506.683355
FOMC,2025-12-10,No change in Fed interest rates after December 2025 meeting?,2,4,60,0.205,0.0,0.0,44523455.111481
FOMC,2025-12-10,Fed increases interest rates by 25+ bps after December 2025 meeting?,3,4,60,0.0095,0.0,37.5,133173605.453166
FOMC,2026-01-28,Fed decreases interest rates by 50+ bps after January 2026 meeting?,0,4,0,0.0005,0.0,-62.5,235065166.637259
FOMC,2026-01-28,Fed decreases interest rates by 25 bps after January 2026 meeting?,1,4,0,0.0035,0.0,-25.0,101211542.667667
FOMC,2026-01-28,No change in Fed interest rates after January 2026 meeting?,2,4,0,0.9955,1.0,0.0,106767096.072298
FOMC,2026-01-28,Fed increases interest rates by 25+ bps after January 2026 meeting?,3,4,0,0.0015,0.0,37.5,216455743.153891
FOMC,2026-01-28,Fed decreases interest rates by 50+ bps after January 2026 meeting?,0,4,1,0.0015,0.0,-62.5,235065166.637259
FOMC,2026-01-28,Fed decreases interest rates by 25 bps after January 2026 meeting?,1,4,1,0.0055,0.0,-25.0,101211542.667667
FOMC,2026-01-28,No change in Fed interest rates after January 2026 meeting?,2,4,1,0.9905,1.0,0.0,106767096.072298
FOMC,2026-01-28,Fed increases interest rates by 25+ bps after January 2026 meeting?,3,4,1,0.0015,0.0,37.5,216455743.153891
FOMC,2026-01-28,Fed decreases interest rates by 50+ bps after January 2026 meeting?,0,4,2,0.0015,0.0,-62.5,235065166.637259
FOMC,2026-01-28,Fed decreases interest rates by 25 bps after January 2026 meeting?,1,4,2,0.0075,0.0,-25.0,101211542.667667
FOMC,2026-01-28,No change in Fed interest rates after January 2026 meeting?,2,4,2,0.991,1.0,0.0,106767096.072298
FOMC,2026-01-28,Fed increases interest rates by 25+ bps after January 2026 meeting?,3,4,2,0.0005,0.0,37.5,216455743.153891
FOMC,2026-01-28,Fed decreases interest rates by 50+ bps after January 2026 meeting?,0,4,3,0.0005,0.0,-62.5,235065166.637259
FOMC,2026-01-28,Fed decreases interest rates by 25 bps after January 2026 meeting?,1,4,3,0.0065,0.0,-25.0,101211542.667667
FOMC,2026-01-28,No change in Fed interest rates after January 2026 meeting?,2,4,3,0.9905,1.0,0.0,106767096.072298
FOMC,2026-01-28,Fed increases interest rates by 25+ bps after January 2026 meeting?,3,4,3,0.0005,0.0,37.5,216455743.153891
FOMC,2026-01-28,Fed decreases interest rates by 50+ bps after January 2026 meeting?,0,4,5,0.0015,0.0,-62.5,235065166.637259
FOMC,2026-01-28,Fed decreases interest rates by 25 bps after January 2026 meeting?,1,4,5,0.0155,0.0,-25.0,101211542.667667
FOMC,2026-01-28,No change in Fed interest rates after January 2026 meeting?,2,4,5,0.9835,1.0,0.0,106767096.072298
FOMC,2026-01-28,Fed increases interest rates by 25+ bps after January 2026 meeting?,3,4,5,0.0005,0.0,37.5,216455743.153891
FOMC,2026-01-28,Fed decreases interest rates by 50+ bps after January 2026 meeting?,0,4,10,0.0035,0.0,-62.5,235065166.637259
FOMC,2026-01-28,Fed decreases interest rates by 25 bps after January 2026 meeting?,1,4,10,0.038,0.0,-25.0,101211542.667667
FOMC,2026-01-28,No change in Fed interest rates after January 2026 meeting?,2,4,10,0.9585,1.0,0.0,106767096.072298
FOMC,2026-01-28,Fed increases interest rates by 25+ bps after January 2026 meeting?,3,4,10,0.0015,0.0,37.5,216455743.153891
FOMC,2026-01-28,Fed decreases interest rates by 50+ bps after January 2026 meeting?,0,4,15,0.0035,0.0,-62.5,235065166.637259
FOMC,2026-01-28,Fed decreases interest rates by 25 bps after January 2026 meeting?,1,4,15,0.059,0.0,-25.0,101211542.667667
FOMC,2026-01-28,No change in Fed interest rates after January 2026 meeting?,2,4,15,0.9375,1.0,0.0,106767096.072298
FOMC,2026-01-28,Fed increases interest rates by 25+ bps after January 2026 meeting?,3,4,15,0.0015,0.0,37.5,216455743.153891
FOMC,2026-01-28,Fed decreases interest rates by 50+ bps after January 2026 meeting?,0,4,20,0.0065,0.0,-62.5,235065166.637259
FOMC,2026-01-28,Fed decreases interest rates by 25 bps after January 2026 meeting?,1,4,20,0.075,0.0,-25.0,101211542.667667
FOMC,2026-01-28,No change in Fed interest rates after January 2026 meeting?,2,4,20,0.925,1.0,0.0,106767096.072298
FOMC,2026-01-28,Fed increases interest rates by 25+ bps after January 2026 meeting?,3,4,20,0.0035,0.0,37.5,216455743.153891
FOMC,2026-01-28,Fed decreases interest rates by 50+ bps after January 2026 meeting?,0,4,30,0.0115,0.0,-62.5,235065166.637259
FOMC,2026-01-28,Fed decreases interest rates by 25 bps after January 2026 meeting?,1,4,30,0.125,0.0,-25.0,101211542.667667
FOMC,2026-01-28,No change in Fed interest rates after January 2026 meeting?,2,4,30,0.865,1.0,0.0,106767096.072298
FOMC,2026-01-28,Fed increases interest rates by 25+ bps after January 2026 meeting?,3,4,30,0.0035,0.0,37.5,216455743.153891
FOMC,2026-01-28,Fed decreases interest rates by 50+ bps after January 2026 meeting?,0,4,45,0.0145,0.0,-62.5,235065166.637259
FOMC,2026-01-28,Fed decreases interest rates by 25 bps after January 2026 meeting?,1,4,45,0.205,0.0,-25.0,101211542.667667
FOMC,2026-01-28,No change in Fed interest rates after January 2026 meeting?,2,4,45,0.765,1.0,0.0,106767096.072298
FOMC,2026-01-28,Fed increases interest rates by 25+ bps after January 2026 meeting?,3,4,45,0.0135,0.0,37.5,216455743.153891
FOMC,2026-01-28,Fed decreases interest rates by 50+ bps after January 2026 meeting?,0,4,60,0.041,0.0,-62.5,235065166.637259
FOMC,2026-01-28,Fed decreases interest rates by 25 bps after January 2026 meeting?,1,4,60,0.28,0.0,-25.0,101211542.667667
FOMC,2026-01-28,No change in Fed interest rates after January 2026 meeting?,2,4,60,0.66,1.0,0.0,106767096.072298
FOMC,2026-01-28,Fed increases interest rates by 25+ bps after January 2026 meeting?,3,4,60,0.0135,0.0,37.5,216455743.153891
FOMC,2026-03-18,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0,4,0,0.0005,0.0,-62.5,0.0
FOMC,2026-03-18,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,1,4,0,0.0035,0.0,-25.0,87103283.7263213
FOMC,2026-03-18,Will there be no change in Fed interest rates after the March 2026 meeting?,2,4,0,0.9955,1.0,0.0,0.0
FOMC,2026-03-18,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,3,4,0,0.0005,0.0,37.5,172972056.63332495
FOMC,2026-03-18,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0,4,1,0.0005,0.0,-62.5,0.0
FOMC,2026-03-18,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,1,4,1,0.0035,0.0,-25.0,87103283.7263213
FOMC,2026-03-18,Will there be no change in Fed interest rates after the March 2026 meeting?,2,4,1,0.9945,1.0,0.0,0.0
FOMC,2026-03-18,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,3,4,1,0.0005,0.0,37.5,172972056.63332495
FOMC,2026-03-18,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0,4,2,0.0005,0.0,-62.5,0.0
FOMC,2026-03-18,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,1,4,2,0.0025,0.0,-25.0,87103283.7263213
FOMC,2026-03-18,Will there be no change in Fed interest rates after the March 2026 meeting?,2,4,2,0.9955,1.0,0.0,0.0
FOMC,2026-03-18,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,3,4,2,0.0005,0.0,37.5,172972056.63332495
FOMC,2026-03-18,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0,4,3,0.0005,0.0,-62.5,0.0
FOMC,2026-03-18,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,1,4,3,0.0025,0.0,-25.0,87103283.7263213
FOMC,2026-03-18,Will there be no change in Fed interest rates after the March 2026 meeting?,2,4,3,0.9965,1.0,0.0,0.0
FOMC,2026-03-18,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,3,4,3,0.0005,0.0,37.5,172972056.63332495
FOMC,2026-03-18,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0,4,5,0.0015,0.0,-62.5,0.0
FOMC,2026-03-18,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,1,4,5,0.0035,0.0,-25.0,87103283.7263213
FOMC,2026-03-18,Will there be no change in Fed interest rates after the March 2026 meeting?,2,4,5,0.9945,1.0,0.0,0.0
FOMC,2026-03-18,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,3,4,5,0.0015,0.0,37.5,172972056.63332495
FOMC,2026-03-18,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0,4,10,0.0025,0.0,-62.5,0.0
FOMC,2026-03-18,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,1,4,10,0.0115,0.0,-25.0,87103283.7263213
FOMC,2026-03-18,Will there be no change in Fed interest rates after the March 2026 meeting?,2,4,10,0.9835,1.0,0.0,0.0
FOMC,2026-03-18,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,3,4,10,0.0025,0.0,37.5,172972056.63332495
FOMC,2026-03-18,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0,4,15,0.0045,0.0,-62.5,0.0
FOMC,2026-03-18,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,1,4,15,0.0145,0.0,-25.0,87103283.7263213
FOMC,2026-03-18,Will there be no change in Fed interest rates after the March 2026 meeting?,2,4,15,0.9715,1.0,0.0,0.0
FOMC,2026-03-18,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,3,4,15,0.0045,0.0,37.5,172972056.63332495
FOMC,2026-03-18,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0,4,20,0.0055,0.0,-62.5,0.0
FOMC,2026-03-18,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,1,4,20,0.014,0.0,-25.0,87103283.7263213
FOMC,2026-03-18,Will there be no change in Fed interest rates after the March 2026 meeting?,2,4,20,0.9725,1.0,0.0,0.0
FOMC,2026-03-18,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,3,4,20,0.0055,0.0,37.5,172972056.63332495
FOMC,2026-03-18,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0,4,30,0.0065,0.0,-62.5,0.0
FOMC,2026-03-18,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,1,4,30,0.065,0.0,-25.0,87103283.7263213
FOMC,2026-03-18,Will there be no change in Fed interest rates after the March 2026 meeting?,2,4,30,0.925,1.0,0.0,0.0
FOMC,2026-03-18,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,3,4,30,0.0055,0.0,37.5,172972056.63332495
FOMC,2026-03-18,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0,4,45,0.0175,0.0,-62.5,0.0
FOMC,2026-03-18,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,1,4,45,0.075,0.0,-25.0,87103283.7263213
FOMC,2026-03-18,Will there be no change in Fed interest rates after the March 2026 meeting?,2,4,45,0.885,1.0,0.0,0.0
FOMC,2026-03-18,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,3,4,45,0.0145,0.0,37.5,172972056.63332495
FOMC,2026-03-18,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0,4,60,0.0155,0.0,-62.5,0.0
FOMC,2026-03-18,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,1,4,60,0.16,0.0,-25.0,87103283.7263213
FOMC,2026-03-18,Will there be no change in Fed interest rates after the March 2026 meeting?,2,4,60,0.8,1.0,0.0,0.0
FOMC,2026-03-18,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,3,4,60,0.0155,0.0,37.5,172972056.63332495
FOMC,2026-04-29,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,0,4,0,0.0005,0.0,-62.5,66025383.9220003
FOMC,2026-04-29,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,1,4,0,0.0015,0.0,-25.0,65311948.7161929
FOMC,2026-04-29,Will there be no change in Fed interest rates after the April 2026 meeting?,2,4,0,0.9985,1.0,0.0,76909226.49304736
FOMC,2026-04-29,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,3,4,0,0.0005,0.0,37.5,75978206.16104123
FOMC,2026-04-29,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,0,4,1,0.0005,0.0,-62.5,66025383.9220003
FOMC,2026-04-29,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,1,4,1,0.0005,0.0,-25.0,65311948.7161929
FOMC,2026-04-29,Will there be no change in Fed interest rates after the April 2026 meeting?,2,4,1,0.9985,1.0,0.0,76909226.49304736
FOMC,2026-04-29,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,3,4,1,0.0005,0.0,37.5,75978206.16104123
FOMC,2026-04-29,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,0,4,2,0.0005,0.0,-62.5,66025383.9220003
FOMC,2026-04-29,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,1,4,2,0.0005,0.0,-25.0,65311948.7161929
FOMC,2026-04-29,Will there be no change in Fed interest rates after the April 2026 meeting?,2,4,2,0.9985,1.0,0.0,76909226.49304736
FOMC,2026-04-29,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,3,4,2,0.0005,0.0,37.5,75978206.16104123
FOMC,2026-04-29,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,0,4,3,0.0005,0.0,-62.5,66025383.9220003
FOMC,2026-04-29,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,1,4,3,0.0015,0.0,-25.0,65311948.7161929
FOMC,2026-04-29,Will there be no change in Fed interest rates after the April 2026 meeting?,2,4,3,0.9975,1.0,0.0,76909226.49304736
FOMC,2026-04-29,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,3,4,3,0.0015,0.0,37.5,75978206.16104123
FOMC,2026-04-29,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,0,4,5,0.0015,0.0,-62.5,66025383.9220003
FOMC,2026-04-29,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,1,4,5,0.0025,0.0,-25.0,65311948.7161929
FOMC,2026-04-29,Will there be no change in Fed interest rates after the April 2026 meeting?,2,4,5,0.9945,1.0,0.0,76909226.49304736
FOMC,2026-04-29,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,3,4,5,0.0025,0.0,37.5,75978206.16104123
FOMC,2026-04-29,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,0,4,10,0.0015,0.0,-62.5,66025383.9220003
FOMC,2026-04-29,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,1,4,10,0.0025,0.0,-25.0,65311948.7161929
FOMC,2026-04-29,Will there be no change in Fed interest rates after the April 2026 meeting?,2,4,10,0.9835,1.0,0.0,76909226.49304736
FOMC,2026-04-29,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,3,4,10,0.0025,0.0,37.5,75978206.16104123
FOMC,2026-04-29,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,0,4,20,0.0035,0.0,-62.5,66025383.9220003
FOMC,2026-04-29,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,1,4,20,0.0065,0.0,-25.0,65311948.7161929
FOMC,2026-04-29,Will there be no change in Fed interest rates after the April 2026 meeting?,2,4,20,0.9805,1.0,0.0,76909226.49304736
FOMC,2026-04-29,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,3,4,20,0.0085,0.0,37.5,75978206.16104123
FOMC,2026-04-29,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,0,4,30,0.0045,0.0,-62.5,66025383.9220003
FOMC,2026-04-29,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,1,4,30,0.0105,0.0,-25.0,65311948.7161929
FOMC,2026-04-29,Will there be no change in Fed interest rates after the April 2026 meeting?,2,4,30,0.9665,1.0,0.0,76909226.49304736
FOMC,2026-04-29,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,3,4,30,0.0175,0.0,37.5,75978206.16104123
FOMC,2026-04-29,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,0,4,45,0.0095,0.0,-62.5,66025383.9220003
FOMC,2026-04-29,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,1,4,45,0.055,0.0,-25.0,65311948.7161929
FOMC,2026-04-29,Will there be no change in Fed interest rates after the April 2026 meeting?,2,4,45,0.935,1.0,0.0,76909226.49304736
FOMC,2026-04-29,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,3,4,45,0.0155,0.0,37.5,75978206.16104123
FOMC,2026-04-29,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,0,4,60,0.0175,0.0,-62.5,66025383.9220003
FOMC,2026-04-29,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,1,4,60,0.105,0.0,-25.0,65311948.7161929
FOMC,2026-04-29,Will there be no change in Fed interest rates after the April 2026 meeting?,2,4,60,0.835,1.0,0.0,76909226.49304736
FOMC,2026-04-29,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,3,4,60,0.0115,0.0,37.5,75978206.16104123
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt1,0,5,0,0.0055,0.0,0.05000000000000001,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt2,1,5,0,0.155,1.0,0.2,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt3,2,5,0,0.56,0.0,0.3,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt4,3,5,0,0.26,0.0,0.4,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt5,4,5,0,0.0205,0.0,0.55,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt1,0,5,1,0.0145,0.0,0.05000000000000001,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt2,1,5,1,0.19,1.0,0.2,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt3,2,5,1,0.49,0.0,0.3,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt4,3,5,1,0.26,0.0,0.4,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt5,4,5,1,0.0175,0.0,0.55,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt1,0,5,2,0.018,0.0,0.05000000000000001,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt2,1,5,2,0.175,1.0,0.2,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt3,2,5,2,0.495,0.0,0.3,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt4,3,5,2,0.245,0.0,0.4,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt5,4,5,2,0.032,0.0,0.55,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt1,0,5,3,0.024,0.0,0.05000000000000001,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt2,1,5,3,0.17,1.0,0.2,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt3,2,5,3,0.495,0.0,0.3,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt4,3,5,3,0.255,0.0,0.4,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt5,4,5,3,0.042,0.0,0.55,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt1,0,5,5,0.0385,0.0,0.05000000000000001,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt2,1,5,5,0.145,1.0,0.2,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt3,2,5,5,0.485,0.0,0.3,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt4,3,5,5,0.28,0.0,0.4,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt5,4,5,5,0.085,0.0,0.55,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt1,0,5,10,0.05,0.0,0.05000000000000001,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt2,1,5,10,0.15,1.0,0.2,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt3,2,5,10,0.46,0.0,0.3,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt4,3,5,10,0.26,0.0,0.4,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt5,4,5,10,0.105,0.0,0.55,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt1,0,5,15,0.034,0.0,0.05000000000000001,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt2,1,5,15,0.145,1.0,0.2,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt3,2,5,15,0.435,0.0,0.3,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt4,3,5,15,0.26,0.0,0.4,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt5,4,5,15,0.105,0.0,0.55,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt1,0,5,20,0.045,0.0,0.05000000000000001,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt2,1,5,20,0.185,1.0,0.2,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt3,2,5,20,0.415,0.0,0.3,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt4,3,5,20,0.235,0.0,0.4,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt5,4,5,20,0.155,0.0,0.55,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt1,0,5,30,0.165,0.0,0.05000000000000001,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt2,1,5,30,0.245,1.0,0.2,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt3,2,5,30,0.24,0.0,0.3,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt4,3,5,30,0.12,0.0,0.4,
CPI,2025-03-12,will-monthly-inflation-increase-by-0pt5,4,5,30,0.16,0.0,0.55,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt1,0,5,0,0.485,1.0,0.05000000000000001,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt2,1,5,0,0.19,0.0,0.2,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt3,2,5,0,0.062,0.0,0.3,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt4,3,5,0,0.0105,0.0,0.4,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt5,4,5,0,0.0065,0.0,0.55,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt1,0,5,1,0.56,1.0,0.05000000000000001,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt2,1,5,1,0.275,0.0,0.2,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt3,2,5,1,0.06,0.0,0.3,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt4,3,5,1,0.0035,0.0,0.4,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt5,4,5,1,0.003,0.0,0.55,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt1,0,5,2,0.705,1.0,0.05000000000000001,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt2,1,5,2,0.21,0.0,0.2,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt3,2,5,2,0.065,0.0,0.3,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt4,3,5,2,0.0095,0.0,0.4,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt5,4,5,2,0.005,0.0,0.55,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt1,0,5,3,0.785,1.0,0.05000000000000001,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt2,1,5,3,0.115,0.0,0.2,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt3,2,5,3,0.055,0.0,0.3,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt4,3,5,3,0.013,0.0,0.4,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt5,4,5,3,0.0055,0.0,0.55,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt1,0,5,5,0.77,1.0,0.05000000000000001,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt2,1,5,5,0.085,0.0,0.2,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt3,2,5,5,0.05,0.0,0.3,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt4,3,5,5,0.013,0.0,0.4,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt5,4,5,5,0.0045,0.0,0.55,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt1,0,5,10,0.675,1.0,0.05000000000000001,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt2,1,5,10,0.215,0.0,0.2,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt3,2,5,10,0.085,0.0,0.3,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt4,3,5,10,0.023,0.0,0.4,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt5,4,5,10,0.0125,0.0,0.55,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt1,0,5,15,0.67,1.0,0.05000000000000001,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt2,1,5,15,0.2,0.0,0.2,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt3,2,5,15,0.085,0.0,0.3,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt4,3,5,15,0.023,0.0,0.4,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt5,4,5,15,0.013,0.0,0.55,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt1,0,5,20,0.605,1.0,0.05000000000000001,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt2,1,5,20,0.23,0.0,0.2,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt3,2,5,20,0.12,0.0,0.3,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt4,3,5,20,0.039,0.0,0.4,
CPI,2025-04-10,will-monthly-inflation-increase-by-0pt5,4,5,20,0.03,0.0,0.55,
CPI,2025-06-11,will-monthly-inflation-increase-by-0pt0,0,5,0,0.0435,0.0,-0.05,
CPI,2025-06-11,will-monthly-inflation-increase-by-0pt1,1,5,0,0.47,1.0,0.1,
CPI,2025-06-11,will-monthly-inflation-increase-by-0pt2,2,5,0,0.485,0.0,0.2,
