evento,h,realizado,e_poly,modal_poly,e_ff,modal_ff,erro_poly,erro_ff,e_ff_dm,erro_ff_dm,modal_ff_dm
2025-07-30,15,0.0,-1.7483822797411648,1.0,-7.000000000000028,1.0,1.7483822797411648,7.000000000000028,-1.4000000000000234,1.4000000000000234,1.0
2025-09-17,15,-25.0,-23.044904137235118,1.0,-28.000000000000025,1.0,-1.9550958627648818,3.000000000000025,-22.27272727272729,-2.727272727272709,1.0
2025-10-29,15,-25.0,-24.537962037962036,1.0,-23.99999999999998,1.0,-0.46203796203796443,-1.0000000000000213,-18.49999999999997,-6.500000000000028,1.0
2025-12-10,15,-25.0,-21.319095477386934,1.0,-12.99999999999999,1.0,-3.6809045226130657,-12.00000000000001,-7.999999999999983,-17.000000000000018,0.0
2026-01-28,15,0.0,-1.6350474288567147,1.0,-8.000000000000007,1.0,1.6350474288567147,8.000000000000007,-4.214285714285716,4.214285714285716,1.0
2026-03-18,15,0.0,-0.4773869346733669,1.0,-3.000000000000025,1.0,0.4773869346733669,3.000000000000025,1.066666666666647,-1.066666666666647,1.0
2026-06-17,15,0.0,-0.2864972595914299,1.0,0.9999999999999787,1.0,0.2864972595914299,-0.9999999999999787,4.999999999999985,-4.999999999999985,1.0
2024-05-01,20,0.0,-1.0864135864135864,1.0,-8.000000000000007,1.0,1.0864135864135864,8.000000000000007,,,0.0
2024-06-12,20,0.0,-0.5242136794807788,1.0,-8.000000000000007,1.0,0.5242136794807788,8.000000000000007,0.0,0.0,1.0
2024-07-31,20,0.0,-1.7189835575485801,1.0,-9.999999999999964,1.0,1.7189835575485801,9.999999999999964,-1.9999999999999574,1.9999999999999574,1.0
2024-09-18,20,-50.0,-32.92910447761194,0.0,-37.000000000000014,0.0,-17.070895522388057,-12.999999999999986,-28.333333333333357,-21.666666666666643,0.0
2024-11-07,20,-25.0,-22.910216718266252,1.0,-29.000000000000004,1.0,-2.089783281733748,4.0000000000000036,-25.750000000000007,0.7500000000000071,1.0
2024-12-18,20,-25.0,-17.736907730673316,1.0,-17.99999999999997,1.0,-7.263092269326684,-7.000000000000028,-14.599999999999973,-10.400000000000027,1.0
2025-01-29,20,0.0,-1.8666002986560482,1.0,-12.00000000000001,1.0,1.8666002986560482,12.00000000000001,-10.33333333333335,10.33333333333335,1.0
2025-03-19,20,0.0,-0.9735396904643034,1.0,-12.99999999999999,0.0,0.9735396904643034,12.99999999999999,-9.85714285714285,9.85714285714285,1.0
2025-05-07,20,0.0,-3.4045226130653266,1.0,-12.00000000000001,1.0,3.4045226130653266,12.00000000000001,-7.625000000000014,7.625000000000014,1.0
2025-06-18,20,0.0,-1.1619190404797601,1.0,-8.999999999999986,1.0,1.1619190404797601,8.999999999999986,-3.777777777777766,3.777777777777766,1.0
2025-07-30,20,0.0,-1.6410965794768613,1.0,-7.000000000000028,1.0,1.6410965794768613,7.000000000000028,-1.4000000000000323,1.4000000000000323,1.0
2025-09-17,20,-25.0,-22.728988424760946,1.0,-25.0,1.0,-2.2710115752390543,0.0,-19.272727272727273,-5.727272727272727,1.0
2025-10-29,20,-25.0,-23.806532663316585,1.0,-24.999999999999957,1.0,-1.1934673366834154,-4.263256414560601e-14,-19.749999999999957,-5.250000000000043,1.0
2025-12-10,20,-25.0,-6.1932391523713415,0.0,-8.999999999999986,0.0,-18.80676084762866,-16.000000000000014,-4.1538461538461435,-20.846153846153857,0.0
2026-01-28,20,0.0,-2.1287128712871284,1.0,-12.00000000000001,1.0,2.1287128712871284,12.00000000000001,-8.642857142857158,8.642857142857158,1.0
2026-03-18,20,0.0,-0.4887218045112782,1.0,-4.0000000000000036,1.0,0.4887218045112782,4.0000000000000036,-0.06666666666667398,0.06666666666667398,1.0
2026-04-29,20,0.0,-0.06256256256256248,1.0,-3.000000000000025,1.0,0.06256256256256248,3.000000000000025,0.937499999999972,-0.937499999999972,1.0
2026-06-17,20,0.0,-0.33665835411471323,1.0,-3.000000000000025,1.0,0.33665835411471323,3.000000000000025,0.8823529411764439,-0.8823529411764439,1.0
2024-06-12,30,0.0,-1.1482125124131084,1.0,-7.000000000000028,1.0,1.1482125124131084,7.000000000000028,,,0.0
2024-07-31,30,0.0,-0.892857142857143,1.0,-11.000000000000032,1.0,0.892857142857143,11.000000000000032,-4.0000000000000036,4.0000000000000036,1.0
2024-09-18,30,-50.0,-28.680486593843092,0.0,-25.0,0.0,-21.319513406156908,-25.0,-15.99999999999997,-34.00000000000003,0.0
2024-11-07,30,-25.0,-23.8296812749004,1.0,-28.000000000000025,1.0,-1.1703187250996017,3.000000000000025,-30.33333333333334,5.333333333333339,1.0
2024-12-18,30,-25.0,-17.616775489703667,1.0,-16.999999999999993,1.0,-7.383224510296333,-8.000000000000007,-17.99999999999997,-7.000000000000028,1.0
2025-01-29,30,0.0,-2.80801583374567,1.0,-13.999999999999968,0.0,2.80801583374567,13.999999999999968,-16.399999999999952,16.399999999999952,0.0
2025-03-19,30,0.0,-0.7925611582626061,1.0,-11.000000000000032,1.0,0.7925611582626061,11.000000000000032,-10.666666666666691,10.666666666666691,1.0
2025-05-07,30,0.0,-10.474716202270383,1.0,-16.000000000000014,0.0,10.474716202270383,16.000000000000014,-14.142857142857146,14.142857142857146,0.0
2025-06-18,30,0.0,-3.006958250497018,1.0,-8.000000000000007,1.0,3.006958250497018,8.000000000000007,-4.374999999999996,4.374999999999996,1.0
2025-07-30,30,0.0,-4.897806580259223,1.0,-12.99999999999999,0.0,4.897806580259223,12.99999999999999,-8.888888888888868,8.888888888888868,1.0
2025-09-17,30,-25.0,-19.553526763381694,1.0,-20.999999999999996,1.0,-5.446473236618306,-4.0000000000000036,-15.999999999999988,-9.000000000000012,1.0
2025-10-29,30,-25.0,-22.115384615384613,1.0,-21.999999999999975,1.0,-2.884615384615387,-3.000000000000025,-17.818181818181785,-7.181818181818215,1.0
2025-12-10,30,-25.0,-18.95,1.0,-10.000000000000009,0.0,-6.050000000000001,-14.999999999999991,-6.416666666666671,-18.58333333333333,0.0
2026-01-28,30,0.0,-3.694029850746268,1.0,-8.000000000000007,1.0,3.694029850746268,8.000000000000007,-5.846153846153848,5.846153846153848,1.0
2026-03-18,30,0.0,-1.8213572854291415,1.0,-4.0000000000000036,1.0,1.8213572854291415,4.0000000000000036,-1.4285714285714266,1.4285714285714266,1.0
2026-04-29,30,0.0,0.11261261261261257,1.0,-2.0000000000000018,1.0,-0.11261261261261257,2.0000000000000018,0.6666666666666701,-0.6666666666666701,1.0
2026-06-17,30,0.0,-0.19930244145490777,1.0,-2.9999999999999805,1.0,0.19930244145490777,2.9999999999999805,-0.37499999999997513,0.37499999999997513,1.0
2024-07-31,45,0.0,-2.374440576827449,1.0,-8.000000000000007,1.0,2.374440576827449,8.000000000000007,,,0.0
2024-09-18,45,-50.0,-40.68675889328063,0.0,-28.000000000000025,0.0,-9.313241106719367,-21.999999999999975,-20.000000000000018,-29.999999999999982,0.0
2024-11-07,45,-25.0,-35.712474645030426,1.0,-27.000000000000046,1.0,10.712474645030426,2.000000000000046,-34.00000000000003,9.000000000000028,1.0
2024-12-18,45,-25.0,-23.809830159547094,1.0,-41.99999999999999,0.0,-1.1901698404529064,16.999999999999993,-45.999999999999964,20.999999999999964,0.0
2025-01-29,45,0.0,-7.699048572859288,1.0,-34.999999999999964,0.0,7.699048572859288,34.999999999999964,-33.74999999999994,33.74999999999994,0.0
2025-03-19,45,0.0,-3.4113422486379403,1.0,-12.99999999999999,0.0,3.4113422486379403,12.99999999999999,-4.999999999999982,4.999999999999982,1.0
2025-05-07,45,0.0,-4.48136958710977,1.0,-13.999999999999968,0.0,4.48136958710977,13.999999999999968,-5.1666666666666305,5.1666666666666305,1.0
2025-06-18,45,0.0,-7.759900990099011,1.0,-11.000000000000032,1.0,7.759900990099011,11.000000000000032,-1.4285714285714608,1.4285714285714608,1.0
2025-07-30,45,0.0,-5.089820359281437,1.0,-7.000000000000028,1.0,5.089820359281437,7.000000000000028,2.749999999999975,-2.749999999999975,1.0
2025-09-17,45,-25.0,-22.415716410510658,1.0,-13.999999999999968,1.0,-2.584283589489342,-11.000000000000032,-4.555555555555518,-20.444444444444482,0.0
2025-10-29,45,-25.0,-21.788194444444446,1.0,-39.000000000000014,0.0,-3.2118055555555536,14.000000000000014,-31.600000000000012,6.600000000000012,1.0
2025-12-10,45,-25.0,-24.09329664832416,1.0,-34.00000000000003,1.0,-0.9067033516758407,9.000000000000028,-26.00000000000003,1.0000000000000284,1.0
2026-01-28,45,0.0,-5.5360721442885765,1.0,-10.000000000000009,1.0,5.5360721442885765,10.000000000000009,-1.9166666666666714,1.9166666666666714,1.0
2026-03-18,45,0.0,-2.4445564516129035,1.0,-6.000000000000005,1.0,2.4445564516129035,6.000000000000005,2.2307692307692317,-2.2307692307692317,1.0
2026-04-29,45,0.0,-1.366995073891626,1.0,-3.000000000000025,1.0,1.366995073891626,3.000000000000025,5.071428571428553,-5.071428571428553,1.0
2026-06-17,45,0.0,-0.6800197823936694,1.0,-5.000000000000027,1.0,0.6800197823936694,5.000000000000027,2.733333333333313,-2.733333333333313,1.0
2024-11-07,60,-25.0,-37.51254390366282,0.0,-40.000000000000036,0.0,12.512543903662817,15.000000000000036,,,0.0
2024-12-18,60,-25.0,-23.51632047477745,1.0,-29.999999999999982,1.0,-1.4836795252225485,4.999999999999982,-14.999999999999947,-10.000000000000053,1.0
