h,n,b_poly,t_poly,b_ff,t_ff
0,17,1.1419984396857799,18.969170795812225,-0.06243006971461634,-1.0523898493838881
20,18,1.7460580891137,4.901305053729131,-0.49367219383640293,-1.149432873128914
