,retorno K,retorno SPY,excesso (pp),Sharpe K,Sharpe SPY,pregões
1ª metade,17.047807867851937,13.773535519726309,3.2742723481256286,1.1086685420349747,0.9192375685096222,187.0
2ª metade,13.769025495986487,14.36691781742021,-0.597892321433724,1.3689655258399387,1.3979816539357686,187.0
