sr_k,sr_b,d_sr,excesso,ir
0.5844620233774477,1.0452502821184506,-0.460788258741003,-17.372787668279187,-1.7540485115482636
1.4559861585856602,1.1490014757504008,0.30698468283525937,6.882661986611938,0.6765302802622173
1.5888120018368421,1.6170818097497148,-0.028269807912872705,-1.7948807860296512,-0.16008119092423173
1.043372665896421,0.8273399568926942,0.2160327090037268,9.456602164500172,0.7785263935307695
2.733523742521954,2.5504285915548905,0.18309515096706358,5.4010272904682965,0.46721552570896674
1.815637944597239,1.447624947223995,0.36801299737324406,12.851760323104887,1.3837591961939755
1.629402301299434,1.5386444353675603,0.09075786593187386,2.5392971102004003,0.24535074378122065
2.8994809096976395,2.7433741069522006,0.1561068027454389,2.7836430360671516,0.15271587042442164
1.242343808618528,1.0106983291908855,0.23164547942764233,8.597779518773274,0.8077609519349208
0.5012085721536484,0.5290904362013044,-0.02788186404765594,-1.063150650023248,-0.15874135998118608
1.3115073164370419,1.188799683292886,0.12270763314415604,2.9153257284552536,0.21057758972976048
1.3543816426123827,1.2630212297755676,0.09136041283681502,1.7673865630685848,0.1362313129300579
2.622146536749325,2.3075801087529704,0.3145664279963546,10.728876859890256,0.844927894689949
0.5777074620515857,0.7942471785041557,-0.21653971645256997,-5.761691853572382,-0.6068515742354904
0.42704308877912295,0.13801952566998008,0.28902356310914284,13.255924560531106,1.392310936855227
0.12305135888187467,0.39908183993425644,-0.27603048105238176,-7.685592803463992,-0.9575767282039458
0.6268229750964526,0.8273980434356366,-0.20057506833918406,-7.13891341484123,-0.6836023947184103
2.54583520399506,1.8305980515679745,0.7152371524270854,17.51913154823579,1.6773111624206454
1.9140687997098338,2.229544066415666,-0.3154752667058322,-11.147350170161152,-1.1696104896848958
1.9707220962578098,1.992870833466763,-0.02214873720895336,-4.085570932769778,-0.2980422866378065
1.0488780085961438,0.44613630176685254,0.6027417068292913,20.744636253525805,2.223731219630688
2.1822421126502807,1.9492696565074563,0.23297245614282447,8.265632158298386,0.5532709870357171
1.5923644491997038,1.2689920645627297,0.32337238463697393,11.748985838098713,1.369698685246108
1.6202068267623582,2.280909577931742,-0.6607027511693838,-23.25555048318766,-1.8724339639095735
0.16317046380555375,-0.06821473945402141,0.23138520325957515,5.309979825889622,0.6857676210679207
1.5617465436395055,1.2823983617248558,0.27934818191464966,13.061527529075256,0.8787190887654202
1.772043445264763,1.321202115883002,0.45084132938176086,12.885305000325298,0.9450261005832902
2.1837777113919197,1.7382143559042997,0.4455633554876197,15.64755936765616,1.34463307654653
0.6572405555648749,0.7816278885213273,-0.12438733295645235,-5.108848933677956,-0.5679196634681588
1.1058715353314994,1.0135691888437819,0.09230234648771761,2.3398642897818123,0.3536062169094739
1.583945600638224,1.4206650398318763,0.16328056080634767,5.209910761782499,0.4497097359869893
1.906979733850485,1.702920105331805,0.20405962851867995,8.208699938688335,0.8577047004388169
1.4181932036682283,1.210048785214416,0.20814441845381249,6.341833464781232,0.5661698113447318
0.8194605420887161,1.131121689512333,-0.311661147423617,-9.270935101251654,-1.0710287664902414
2.2049537099154337,1.8036425408482937,0.4013111690671398,15.578024022190418,1.217798503315277
0.331652662272878,0.28151224862967456,0.0501404136432034,1.7695464109642511,0.20621579718414879
1.8215572691740582,1.6387692828438756,0.18278798633018284,5.531962707404503,0.41422691329643857
0.8375104131928096,0.8954382094068805,-0.05792779621407075,-2.9555402451069357,-0.2621930565133409
3.1030452524518215,2.6748138318214325,0.4282314206303889,15.502585869302399,1.1169221360415378
1.245925099380771,0.9062672308869919,0.33965786849377905,8.328995519937688,0.8006341196995093
1.9940174303483422,1.8084153803602496,0.1856020499880925,3.8062294567927424,0.3252750763119623
1.8602345207657125,1.5581400448511777,0.3020944759145347,7.8526297689311075,0.7975906226371638
0.3015434438712945,0.19383781925390448,0.10770562461739001,3.0366079670918644,0.36288466260588526
0.6598761640125264,0.6765808707543535,-0.016704706741827106,-0.9842989656854817,-0.10961674560167735
1.378764987727837,1.104463817478804,0.274301170249033,8.678244207519302,0.7348313515626459
2.867993054641729,2.5249148695247103,0.34307818511701876,14.532427550329729,1.2645668024390964
1.3069755588657332,0.9047301914809979,0.4022453673847353,18.95142409456345,1.9448269968689575
2.0146140512865203,2.081203059931243,-0.06658900864472249,-2.877600949925685,-0.29791029730468116
-0.16107756861806521,0.0721835203762208,-0.23326108899428602,-5.773246084332007,-0.922151502768698
2.2009753375043606,2.129188810461896,0.07178652704246463,1.1103146718708379,0.08476555971539793
2.356167732985052,2.5634495416968317,-0.20728180871177962,-10.262127337963944,-0.8985275883505449
1.2089477293106596,0.6138359926635453,0.5951117366471145,18.233066476897974,1.7759031426247547
0.8934998242979733,0.7113382380992389,0.1821615861987344,4.869331555693823,0.7210347898647722
0.32240058196708626,0.07519526661697405,0.2472053153501122,5.416263236986452,0.6910148357029299
2.1255300705618594,0.8933319122913296,1.2321981582705297,40.600555397584,2.9113403600180665
1.6133694068983568,1.5546131160430365,0.058756290855320366,0.8173049723156911,0.06648825824247144
0.2470608712594576,0.036630933006757425,0.21042993825270018,7.55754357474162,0.9140394435778095
1.6185007173332353,1.3233216015915035,0.29517911574173195,6.631404075662295,0.6108155887190342
-0.1403309022653034,-0.12642986105722295,-0.013901041208080443,-0.4490554486086151,-0.059311274998829384
0.35766150591795665,0.21795528413925225,0.13970622177870437,4.362849498871824,0.5945846622641646
0.021711743256177692,0.15067850221224013,-0.12896675895606244,-3.1950969515816885,-0.4277717916598119
1.2956457918848223,1.164150098702008,0.1314956931828144,4.058126541267648,0.37826265540546666
2.67362421172042,2.424235617836193,0.24938859388422724,13.095757369373406,0.9142741584012962
1.2028245783277767,1.2582806582232562,-0.055456079895479474,-1.7294834606113918,-0.19733714115553205
1.049269522655629,0.907437160138897,0.14183236251673204,4.2300472729146055,0.39434416596200755
1.122115899239991,1.286387000767725,-0.16427110152773383,-7.592685536023347,-0.872212051696671
0.3117300883416234,0.18979099319299392,0.12193909514862948,4.079421421760565,0.4878525882146107
1.377646671090543,1.0284037123342007,0.3492429587563423,8.02758786182629,0.9593858766867978
0.19091572464791987,0.401112523045635,-0.21019679839771516,-5.175056471313155,-0.6660574732475057
3.650474577143888,3.3209782840496263,0.3294962930942615,8.381959682373719,0.66838930064127
2.625153305772963,2.6260768695315724,-0.0009235637586093109,-2.6430054714265516,-0.254822408956075
0.9910407949411983,0.8113717617411108,0.17966903320008754,6.835770136920494,0.6231464537102896
1.6241446968708688,1.5357109455240736,0.08843375134679515,1.4737703593163065,0.09876872016768479
-0.04431951017811708,-0.359089767112419,0.31477025693430194,6.36891215043931,0.7935409504942902
1.5851071706865758,1.566532326896176,0.01857484379039966,-0.9151905414406913,-0.0808726114574734
-0.8133953086602014,-0.46115177382035094,-0.3522435348398504,-8.904947730026025,-1.2802568502282166
1.4003951413630156,1.2616906447532996,0.13870449660971598,3.976617895742418,0.39245800314965174
1.2254790433823917,1.3423775427748819,-0.11689849939249025,-3.3469792580478552,-0.3183484553738366
2.7571199971355353,2.35339106291335,0.40372893422218525,11.958405764139645,1.0458037686437915
1.447452367468536,1.4660847775561012,-0.01863241008756512,-1.8626724363160596,-0.21024379526180723
2.4499203934653333,2.8741008100617558,-0.4241804165964225,-17.778809334227642,-1.236043987156892
1.693763026874123,1.5917690859422784,0.10199394093184466,2.2804136427383215,0.2734908079909019
0.12751698625973798,0.4531171391157422,-0.3256001528560042,-7.715616255986069,-1.001456038095666
3.178140840896751,2.9477466994372103,0.23039414145954057,5.112879684688032,0.31652462311512325
1.2585543253832774,1.1231433767635648,0.13541094861971265,4.090516860230631,0.3371246970772356
0.8574123727095669,1.0476630216853509,-0.19025064897578392,-7.798006756981057,-0.9639062926433277
0.9156667362433856,0.7608627259203801,0.15480401032300553,6.680104752649796,0.7010695897383492
0.08657601560901221,0.5053898722173216,-0.41881385660830933,-10.410028214659661,-1.0431683199939155
3.0371882026581254,3.0068574836114603,0.030330719046665122,0.49340535074453573,0.034952926652222854
1.4099431243372327,1.910439375757906,-0.5004962514206733,-15.182776668600884,-1.6038019931827192
0.6240677776754037,0.4072196530141896,0.216848124661214,6.630994312344773,0.7578150613492242
2.0077462502784247,1.7940712145062694,0.21367503577215524,5.572383637200984,0.38335839993847215
2.352535719358493,2.228714509053768,0.1238212103047245,2.3927042360714745,0.18067431018575017
2.44296468675814,2.1809440164347365,0.26202067032340326,9.296828006371971,0.7180954457191676
2.0512106251129407,1.5505849697075171,0.5006256554054235,15.687928141237627,1.3577812444843764
1.1698434632114423,1.1456865953331847,0.024156867878257538,-0.6951029192203917,-0.08186295291706916
0.46391590400933674,0.242677071540448,0.2212388324688887,7.718254024848736,0.9583116865229637
0.20199322061795064,0.3469815832873818,-0.1449883626694312,-4.885261250016026,-0.6913266637840272
1.2252724228663567,1.0096507286011833,0.21562169426517347,5.332247012096647,0.5624637096250983
1.3117010002515792,1.3332025167070718,-0.021501516455492534,-2.1316069932398873,-0.168367113579651
-0.1340817647345575,0.09117400002524886,-0.22525576475980635,-4.9860964799054,-0.7014366861886923
1.6066668536020998,1.4568341515140748,0.14983270208802502,4.317953025685406,0.3161658314341654
1.6577143544975388,1.7470093253015788,-0.0892949708040402,-2.6404872418829495,-0.2995853807380053
0.9475535207015535,1.0270239928344247,-0.07947047213287112,-3.6922605501347405,-0.3303841823117636
1.0924740558657045,0.6616937920692588,0.43078026379644563,15.547603466899407,1.383509242879196
2.8284668251823377,2.61560660991675,0.21286021526558765,-0.07257318860220963,-0.034380058322977
0.38971856559477286,0.3042836455743753,0.08543492002039751,2.859958260032469,0.3275428458445927
0.6804956799979371,0.14260784607077,0.5378878339271671,11.862109256320075,1.2397026653386791
0.5961321265633974,0.26620467000414294,0.3299274565592545,9.420614073558674,1.3307408712806899
-0.30373602218384027,-0.2776702850173403,-0.026065737166499976,-0.4102091274569952,-0.06522891706728545
3.4061082226613513,3.1930612079971143,0.21304701466423695,9.308029313037869,0.5648074208835815
2.077305987441979,1.7367703224452167,0.34053566499676213,8.940528096719657,0.7830526533790201
2.927402709632375,2.536159956389571,0.391242753242804,13.021845150187715,0.9731891513106122
1.4423559470098444,1.2240342204486578,0.21832172656118642,7.515880317207091,0.7165896057521796
3.448049461334962,3.6051666217652136,-0.15711716043025198,-4.369381225839208,-0.33094587020191
-0.49827855625310613,-0.12916491605799144,-0.36911364019511467,-7.176416879055603,-1.0932727532114899
1.556868292793174,1.3115449557634116,0.24532333702976267,9.226613724856225,0.7087472900741444
0.5918497638372262,0.2136595029217169,0.3781902609155093,12.973620860723646,1.4366674165336975
0.5959898235398149,0.4832541934987516,0.11273563004106331,2.549116314109634,0.24810424370778608
2.6153696009723713,2.324746143571254,0.29062345740111695,6.983322934398961,0.6348759887021371
1.368944937290656,1.5239218410319968,-0.1549769037413407,-7.147670256749805,-0.6774039681468038
0.16860159692287552,0.05092611822011328,0.11767547870276222,3.2359510257266577,0.40470656625117496
1.5664150307736837,1.244581307435018,0.32183372333866567,11.10345471692411,1.0013623456952556
0.2328151748274286,0.3940753408006281,-0.1612601659731995,-5.364410128779062,-0.8062029082444644
0.8188532407934567,0.5215492869160767,0.29730395387738,9.445752358026027,1.5668376280459362
0.5267812779885351,0.28756339925734703,0.2392178787311881,6.7943977028945834,1.0148940045632187
-0.21243507535118597,-0.21611546293162504,0.00368038758043909,0.1614014056328661,0.016748239073908013
0.8367374370910187,0.6644551336393265,0.1722823034516921,4.043168328313773,0.48143090435372154
2.3084525119757506,1.5017859071265716,0.806666604849179,24.353096745443416,2.3123527306059684
0.8987418805048244,1.3076329604430585,-0.40889107993823426,-13.351233986449706,-1.5827335156695197
2.2568109405093817,2.17757574846301,0.0792351920463719,1.620602029612228,0.11769626530845151
2.0200097431849247,1.7297982662033937,0.29021147698153105,8.818292100218027,0.7170121368913894
2.714955829083837,2.8849296431465197,-0.16997381406268272,-10.295420991487436,-0.797690869298908
