views ativas,dias,tilt médio (bps),hit
0,28,-1.7526896513315344,0.35714285714285715
1,83,2.6406002032909206,0.5060240963855421
2,130,1.6452604618978748,0.46923076923076923
3,130,0.7258559128135169,0.5230769230769231
4,3,14.392944679175335,0.3333333333333333
