view,mercado,conditionId,n_trades_total,bateu_cap_20k,t_cobertura_min,primeiro_slot,ultimo_slot
2.2,M1_cpi_monthly_will-monthly-inflation-increase-by-0pt5,0x9e6b5a9bc1c103c4860140d7492008dc7fb82ade4da2423e4899d129da07fc44,1629,não,2025-07-15 18:46:06,2025-07-16 00:00,2025-08-12 12:00
B,M3_fed_trajectory_will-1-fed-rate-cut-happen-in-2025,0x8e9b6942b4dac3117dadfacac2edb390b6d62d59c14152774bb5fcd983fc134e,15283,não,2024-12-29 23:32:42,2024-12-30 00:00,2025-10-29 00:00
B,M3_fed_trajectory_will-2-fed-rate-cuts-happen-in-2025,0x05af636e0989accb08334a74f69e5368e0aa28fe498fd16a3ca991e6dc5ae2cc,17112,não,2024-12-29 23:35:44,2024-12-30 00:00,2025-12-10 12:00
B,M3_fed_trajectory_will-3-fed-rate-cuts-happen-in-2025,0x6df2f2ca434b5bacaef33d6b24edf42845199f4f794e66580de2d2c880a25275,13402,não,2024-12-29 23:51:00,2024-12-30 00:00,2025-12-10 12:00
B,M3_fed_trajectory_will-4-fed-rate-cuts-happen-in-2025,0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81,20000,SIM,2025-06-02 22:47:43,2024-12-30 00:00,2025-12-10 12:00
B,M3_fed_trajectory_will-5-fed-rate-cuts-happen-in-2025,0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d,20000,SIM,2025-01-17 19:00:00,2024-12-30 00:00,2025-12-10 12:00
B,M3_fed_trajectory_will-6-fed-rate-cuts-happen-in-2025,0x37100ed3560699c48d90a027e65da10a04e395785b598289163e3bbfdaca99e6,17488,não,2024-12-29 23:50:56,2024-12-30 00:00,2025-12-10 12:00
B,M3_fed_trajectory_will-7-fed-rate-cuts-happen-in-2025,0xf4d03ce9ce65ea06654f23e26dead828005511d65bb650cd5a9dc77891406d12,12979,não,2024-12-29 23:51:00,2024-12-30 00:00,2025-12-10 12:00
B,M3_fed_trajectory_will-8plus-fed-rate-cuts-happen-in-2025,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b,16950,não,2024-12-29 23:50:56,2024-12-30 00:00,2025-12-10 12:00
B,M3_fed_trajectory_will-no-fed-rate-cuts-happen-in-2025,0xebfda84c91d3dafde3f49bd132aadc9e762b88023021806e7345cd526fc7e1fa,9244,não,2024-12-29 23:31:53,2024-12-30 00:00,2025-09-17 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-december-2024-meeting,0xa11a9c66032cbe8c607bf1b21591f65dfee9d5eb65d73cc8ad5009c1f9826fa3,20000,SIM,2024-11-17 21:05:22,2024-08-07 00:00,2024-12-18 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-december-2025-meeting,0xcb111226a8271fed0c71bb5ec1bd67b2a4fd72f1eb08466e2180b9efa99d3f32,20000,SIM,2025-12-04 05:48:17,2025-08-01 00:00,2025-12-10 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-january-2025-meeting,0xf48f79d8e60ab1efa76e53bec8c005611bfdc097cc0e51dc2f612709c04f5acf,12465,não,2024-11-07 22:58:22,2024-11-08 00:00,2025-01-29 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,0x35cc41270f5cdfd59b45e68ab85dc51b0b900d286a6c74ea006b8572d9ff5934,20000,SIM,2026-01-19 10:48:10,2025-09-18 00:00,2026-01-28 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-july-2024-meeting,0x813e44dd1717ed1e1ccfa5f67b5e4d681f7a91cf12dfd8278608698f03b0f89d,1058,não,2024-06-12 22:08:09,2024-06-13 00:00,2024-07-31 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-july-2025-meeting,0x812d8819cda5c57e824719de0381d8e207a45b5b71da31a6425f6c2f181a3fc4,20000,SIM,2025-06-08 16:09:53,2025-03-20 00:00,2025-07-30 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-june-2024-meeting,0x86797195cdde3c3a30e2b1b9503bc727fe787845228e9876ed9bc380aa021148,467,não,2024-05-02 00:40:16,2024-05-02 00:00,2024-06-12 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-june-2025-meeting,0x872c8e9a4e4808a2ab714c267bd8a93f63cb739c853d7e4de2b42009e73f9b3f,16467,não,2025-02-07 02:39:56,2025-02-07 12:00,2025-06-18 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-march-2025-meeting,0xeed6da09683149b433aeb802bd8d3f78a6b6d8799fa75bd0d73c3f87c6b2b592,16095,não,2024-12-18 22:41:38,2024-12-19 00:00,2025-03-19 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-may-2025-meeting,0xc5821602b440e61665dce5dcdc0fd20153864ba185d26a13e9be80fe98bb9e97,16726,não,2025-01-24 03:54:52,2025-01-24 00:00,2025-05-07 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-november-2024-meeting,0x3d31558105899ab4025075b92cfb127fae4be0e9644a6895466aa50e2de37e72,11573,não,2024-08-02 22:22:08,2024-08-03 00:00,2024-11-07 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting,0x53f82bd52566e30ae3f8131cb92095dd92ecdf2b0204af0edc226ee194e923fe,20000,SIM,2025-10-25 05:59:39,2025-06-20 00:00,2025-10-29 00:00
2.3,fed-decreases-interest-rates-by-25-bps-after-september-2024-meeting,0x70357debf15a956d82d8b2022aaf5f868763d1d0716d2c6e5ce35712e49a3b0f,12496,não,2024-07-26 02:09:06,2024-07-26 00:00,2024-09-18 12:00
2.3,fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting,0x9f41a3e4a2ef548cf207c22a48dbaf73e28dda5ec014c145217f428aaf3769e3,20000,SIM,2025-08-21 22:13:51,2025-05-08 00:00,2025-09-17 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-december-2024-meeting,0x004e19d419d05dd366793689ce2af457d51bc921d9da4af867de09f0864a4305,17842,não,2024-08-07 01:01:46,2024-08-07 00:00,2024-12-18 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-december-2025-meeting,0x6903b766f5fda3d5b02f4472a6b4154419e78b7fd126c0b29ce17bb8e20b20cc,20000,SIM,2025-12-03 01:59:11,2025-08-01 00:00,2025-12-10 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-january-2025-meeting,0x7883a3c40bb01cbd3b9ec9e3b73d75af705e300c9369f27178739cf3f4fa089a,20000,SIM,2025-01-07 10:08:45,2024-11-08 00:00,2025-01-29 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-january-2026-meeting,0x17815081230e3b9c78b098162c33b1ffa68c4ec29c123d3d14989599e0c2e113,20000,SIM,2026-01-16 06:15:56,2025-09-18 00:00,2026-01-28 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-july-2024-meeting,0x5b544e761863106ba78a3380ad72a06a0fa65e61daabf31dae7da443af129edc,1004,não,2024-06-13 07:41:29,2024-06-13 00:00,2024-07-31 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-july-2025-meeting,0x0d09f8cb4ac601074c02828328a893fdab030ece3ca682faaef89d82c43daec2,20000,SIM,2025-07-02 09:23:31,2025-03-20 00:00,2025-07-30 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-june-2024-meeting,0x5df9458d9918da733d784bc2a07768b293d10826385a3eb31dd716f99475dc79,511,não,2024-05-01 18:02:43,2024-05-02 00:00,2024-06-12 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-june-2025-meeting,0x834a4109dbd18f97695e4858b3a18d21fff19bc2dc7c055f18b96843ac1de17b,18574,não,2025-02-07 02:14:03,2025-02-07 12:00,2025-06-18 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-march-2025-meeting,0x5dbbf4cbb4cbca7c5967bfe92c0bd1667ac508fecb1e548c01def1a8cb43ea53,20000,SIM,2025-01-30 12:24:50,2024-12-19 00:00,2025-03-19 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-may-2025-meeting,0x10bb455936cf8f22777bdb8d3a1b97760cae2215d60c15001c5d252c0f26478e,14956,não,2025-01-23 20:30:32,2025-01-24 00:00,2025-05-07 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-november-2024-meeting,0xe4a9b98237a29e778ac5717e3d29220bb2f0c0370e8e3436d4a277853556355f,13066,não,2024-08-02 22:24:18,2024-08-03 00:00,2024-11-07 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting,0x6a8c775d3a7ab901a5c4595dbc33478d654dc3b293be2b80fd64500cabbfcc37,20000,SIM,2025-10-18 05:48:16,2025-06-20 00:00,2025-10-29 00:00
2.3,fed-decreases-interest-rates-by-50-bps-after-september-2024-meeting,0x6cc501fa617e3a46ececf6e3990fe1afeeaa6bc897d3c7049c005fd1bdc42c2f,14447,não,2024-07-26 02:12:56,2024-07-26 00:00,2024-09-18 12:00
2.3,fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting,0x6c3d5fba5442f3e725eb89b7cffcc341ca3105cddaac09c1e4bc8e7010f0fe40,20000,SIM,2025-09-05 16:13:54,2025-05-08 00:00,2025-09-17 12:00
2.3,fed-decreases-interest-rates-by-75-bps-after-december-2024-meeting,0xde507497bdd5d63090dfd8e6e29167216c66576bf8d029d87c99bef4e357c696,20000,SIM,2024-11-11 19:11:55,2024-08-07 00:00,2024-12-18 12:00
2.3,fed-decreases-interest-rates-by-75-bps-after-january-2025-meeting,0x64123306a517e078fa636231a9cc9339a46bcfe3fadf62c92fdb031881c5d0d8,20000,SIM,2025-01-07 02:12:37,2024-11-08 00:00,2025-01-29 12:00
2.3,fed-decreases-interest-rates-by-75-bps-after-november-2024-meeting,0x20e2d5f8c92270e87a3f60672a67c649e781f9c2ab8b30055ce4e2fb48c458dd,19265,não,2024-08-03 02:27:32,2024-08-03 00:00,2024-11-07 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-december-2024-meeting,0xb685671ec5f12410f48006fad1ec60fa1a1e19f3a5ba09a81ab45b026821252d,16189,não,2024-08-06 16:55:52,2024-08-07 00:00,2024-12-18 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-december-2025-meeting,0xfcd2fb666c5a346faee448e63267346a3ec394a52bce4c199877559da91cd2c1,20000,SIM,2025-11-19 19:01:25,2025-08-01 00:00,2025-12-10 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-january-2025-meeting,0x04e07c6085d96ecc1ac7568d6cb640f09e4d300a25afc763b67f15d8f2c8597c,20000,SIM,2025-01-13 07:29:33,2024-11-08 00:00,2025-01-29 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-january-2026-meeting,0x7c6c69d91b21cbbea08a13d0ad51c0e96a956045aaadc77bce507c6b0475b66e,20000,SIM,2026-01-09 15:34:26,2025-09-18 00:00,2026-01-28 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-july-2024-meeting,0x6a98d5d6903279a133009d8dfaef73432a77758ff4a63c391921082820cbdef2,1643,não,2024-06-13 12:33:04,2024-06-13 00:00,2024-07-31 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-july-2025-meeting,0x362c61cfb577a719526b03e7596a3ef3d6d9aadf5292e2e2391c2cdf62892730,20000,SIM,2025-06-25 20:03:30,2025-03-20 00:00,2025-07-30 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-june-2024-meeting,0x4c21fdaee92538da1af2d227e7688673fe8789decff537003cd3b67b0ecb1b8d,343,não,2024-05-01 18:02:35,2024-05-02 00:00,2024-06-12 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-june-2025-meeting,0x3a92a26ce837b361bd044acc2c0b81346ad66e9a891fc5ad27b9a35e6701c6e7,16728,não,2025-02-07 04:02:56,2025-02-07 12:00,2025-06-18 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-march-2025-meeting,0xf7050a33a8444389ef1800e4476b43a987ff72668be0b616a4b457f5ba944a00,16151,não,2024-12-18 21:09:28,2024-12-19 00:00,2025-03-19 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-may-2025-meeting,0xbf1e237a1e8cbf9c0b454dc984f5dc789f57f85b077a6a7383489b00b75dc4af,14687,não,2025-01-23 20:30:24,2025-01-24 00:00,2025-05-07 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-november-2024-meeting,0x1fc1e5595adab4d8160b2fe72cfed61131e3d5e61b5c334160d1729d7380ab16,20000,SIM,2024-10-25 02:34:27,2024-08-03 00:00,2024-11-07 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-october-2025-meeting,0xd6e0317cee513cc3afdc1954ac576b241ad2287536e88b17fd3a77b4c3d0976e,20000,SIM,2025-10-23 00:46:19,2025-06-20 00:00,2025-10-31 00:00
2.3,fed-increases-interest-rates-by-25-bps-after-september-2024-meeting,0x0a533c938200a10df86423dfbe621a2f36bfd4abc457615cf4992ed721c566bf,8946,não,2024-07-25 18:40:04,2024-07-26 00:00,2024-09-18 12:00
2.3,fed-increases-interest-rates-by-25-bps-after-september-2025-meeting,0xe8d095422da9f6c3ceed727a4b6251177f618b002d2a698bfccb48716c7aa469,20000,SIM,2025-08-07 07:44:05,2025-05-08 00:00,2025-09-17 12:00
2.3,no-change-in-fed-interest-rates-after-2024-july-meeting,0xebee0e66d85db23e24592a0412fb1275efe505b6fbc6d32966c70942cdde8038,1044,não,2024-06-12 23:49:57,2024-06-13 00:00,2024-07-31 12:00
2.3,no-change-in-fed-interest-rates-after-2024-june-meeting,0x67a072e839762191a7931e405923110d52343ef6dc1d61cfc0720233951c03e4,443,não,2024-05-02 00:40:26,2024-05-02 00:00,2024-06-12 12:00
2.3,no-change-in-fed-interest-rates-after-2024-november-meeting,0x2a3a29b57597777e5d2941c419716b02a7b8c43b5c19c4ac746ae2d9c720cbe1,9589,não,2024-08-02 23:06:44,2024-08-03 00:00,2024-11-07 12:00
2.3,no-change-in-fed-interest-rates-after-2024-september-meeting,0xb20072387cd12bc73f3a6fd30fdd5aa1644c8f72f958803d90fc05c51db0ac49,13825,não,2024-07-25 19:55:30,2024-07-26 00:00,2024-09-18 12:00
2.3,no-change-in-fed-interest-rates-after-december-2024-meeting,0x71da2bbc04a7eae0d8ef739c17025d85917c0ea7db07646b6400a4f6ccb9f304,13134,não,2024-08-07 01:52:16,2024-08-07 00:00,2024-12-18 12:00
2.3,no-change-in-fed-interest-rates-after-december-2025-meeting,0x58f4542341fcc66a2197877b7487ebe901b689ec42bcdbb0a070f5536d91459e,20000,SIM,2025-11-20 17:51:03,2025-08-01 00:00,2025-12-10 12:00
2.3,no-change-in-fed-interest-rates-after-january-2025-meeting,0x4e0f29885709d63bfcff29e80f4a8df1da9e97906ba9e21577b46a70858d8e06,20000,SIM,2025-01-04 10:03:07,2024-11-08 00:00,2025-01-29 12:00
2.3,no-change-in-fed-interest-rates-after-january-2026-meeting,0xe93c89c41d1bb08d3bb40066d8565df301a696563b2542256e6e8bbbb1ec490d,20000,SIM,2026-01-24 12:13:14,2025-09-18 00:00,2026-01-28 12:00
2.3,no-change-in-fed-interest-rates-after-july-2025-meeting,0x4a68d828f7263f34391484404380c34efa9566f12a08a88553ddbe8e285c3ae9,20000,SIM,2025-06-21 09:58:00,2025-03-20 00:00,2025-07-30 12:00
2.3,no-change-in-fed-interest-rates-after-june-2025-meeting,0xffdd774123c13df21ce755bfd4f65bde47a74f1377ea73c8b130d84c59831173,19125,não,2025-02-07 04:02:44,2025-02-07 12:00,2025-06-18 12:00
2.3,no-change-in-fed-interest-rates-after-march-2025-meeting,0xef5604329fee713a68f4faa9d3014614c7486525864a11f2ebb054179a0c362e,20000,SIM,2025-02-06 14:45:45,2024-12-19 00:00,2025-03-19 12:00
2.3,no-change-in-fed-interest-rates-after-may-2025-meeting,0xffffb2874475ae9c1e3a0e3c3c4b4e329eb3105427aa484f357bf41c5fd77c4f,19032,não,2025-01-23 22:47:22,2025-01-24 00:00,2025-05-07 12:00
2.3,no-change-in-fed-interest-rates-after-october-2025-meeting,0x6ef34d5c7937cb8a1eb22234ddce8fe3eb1595e1f35c7d4f2101c58f3506e580,20000,SIM,2025-10-02 07:57:15,2025-06-20 00:00,2025-10-29 00:00
2.3,no-change-in-fed-interest-rates-after-september-2025-meeting,0x02dc46f4354c1cc447577db82ba62cca1bda737bd67b73fe966ce1bfe580868f,20000,SIM,2025-08-31 21:16:22,2025-05-08 00:00,2025-09-17 12:00
2.3,no-change-in-fed-raise-interest-rates-after-its-2024-aprilmay-meeting,0x23a9be32693bd427cce236d5af3e9f86aa38776e3ff4823faa7f51443d1a5647,119,não,2024-04-03 18:45:16,2024-04-04 00:00,2024-05-01 12:00
2.3,will-the-fed-decrease-interest-rates-by-25-bps-after-its-2024-aprilmay-meeting,0xf0d028fe7f2f078c4812151ba80cf390f8b39e5f8159b24b09833d7d20df9629,72,não,2024-04-03 22:04:30,2024-04-04 00:00,2024-05-01 12:00
2.3,will-the-fed-decrease-interest-rates-by-25-bps-after-the-april-2026-meeting,0x0d14f5dc9fb3250ec888b1ac8d9fe9a0ce06f9d3ea60fdf138e8690622fea84c,20000,SIM,2026-04-01 11:18:49,2025-11-13 12:00,2026-04-29 12:00
2.3,will-the-fed-decrease-interest-rates-by-25-bps-after-the-june-2026-meeting,0xdde06286a7b9464d344f410ab0b3d2ebc6469904e72c27fd982f65fdbf78768d,20000,SIM,2026-05-18 02:34:54,2025-12-11 00:00,2026-06-17 12:00
2.3,will-the-fed-decrease-interest-rates-by-25-bps-after-the-march-2026-meeting,0xd6c49a94948e365aa74c09eef54d907b7ca534b243c387c375305d5cdd1afef3,20000,SIM,2026-03-06 15:00:09,2025-10-30 00:00,2026-03-18 12:00
2.3,will-the-fed-decrease-interest-rates-by-50-bps-after-its-aprilmay-2024-meeting,0xe92b0c7d4a663200f4464e2547c468ba245e462289f88c7bae660feae8dd281a,58,não,2024-04-03 19:22:10,2024-04-04 00:00,2024-05-01 12:00
2.3,will-the-fed-decrease-interest-rates-by-50-bps-after-the-april-2026-meeting,0xd72622d154dfe65b9c019d6afcfe75a55717e5c502db611f555b101aafbf6ec5,20000,SIM,2026-04-05 19:11:19,2025-11-13 12:00,2026-04-29 12:00
2.3,will-the-fed-decrease-interest-rates-by-50-bps-after-the-june-2026-meeting,0x4e4a7df876b0c04f0b8b29b9073eddfbaf5c787192da825ae7ca1031bc8cfd15,20000,SIM,2026-06-01 05:53:17,2025-12-11 00:00,2026-06-17 12:00
2.3,will-the-fed-decrease-interest-rates-by-50-bps-after-the-march-2026-meeting,0xdeb615a52cd114e5aa27d8344ae506a72bea81f6ed13f5915f050b615a193c20,20000,SIM,2026-03-05 03:23:21,2025-10-30 00:00,2026-03-18 00:00
2.3,will-the-fed-increase-interest-rates-by-25-bps-after-the-april-2026-meeting,0xd4d00e5bf8b960cc37c74c1ec19e41e00b0706add203ddcfbb65ad006c5c223a,20000,SIM,2026-03-28 00:13:51,2025-11-13 12:00,2026-04-29 12:00
2.3,will-the-fed-increase-interest-rates-by-25-bps-after-the-june-2026-meeting,0xa7cb4135c6d9c36da0e343874dd5b455de739c6d1b9f9f5583dd9320aacf5db2,20000,SIM,2026-05-18 00:59:14,2025-12-11 00:00,2026-06-17 12:00
2.3,will-the-fed-increase-interest-rates-by-25-bps-after-the-march-2026-meeting,0x25aa90b3cd98305e849189b4e8b770fc77fe89bccb7cf9656468414e01145d38,20000,SIM,2026-03-03 05:11:13,2025-10-30 00:00,2026-03-18 00:00
2.3,will-the-fed-increase-interest-rates-by-50-bps-after-the-june-2026-meeting,0xb01e70a56199a6d5467f47a2b94e75e7c7218c128c8d0b8beb6dafed2f0d15c2,20000,SIM,2026-04-26 05:13:26,2025-12-11 00:00,2026-06-17 12:00
2.3,will-the-fed-raise-interest-rates-by-25-bps-after-its-2024-aprilmay-meeting,0x7f7acaad0b6132ec2f72ba179eebca814865a2c598705381a8e8aa3acce5b0b5,90,não,2024-04-03 18:46:08,2024-04-04 00:00,2024-05-01 12:00
2.3,will-there-be-no-change-in-fed-interest-rates-after-the-april-2026-meeting,0x36e8ca24d2a13435f519f15580d42b45cdbe3bc425fb39a7c2733260357af0fa,20000,SIM,2026-04-10 02:50:35,2025-11-13 12:00,2026-04-29 12:00
2.3,will-there-be-no-change-in-fed-interest-rates-after-the-june-2026-meeting,0xde04b189b3f19eaccda02529a3ea67abfc46bff5c0c8fc42d8a2d0ed7b8f0d41,20000,SIM,2026-05-30 06:36:33,2025-12-11 00:00,2026-06-17 12:00
2.3,will-there-be-no-change-in-fed-interest-rates-after-the-march-2026-meeting,0x257b18205f908aef01ef2d1d50e6fea7d29cf5486fe04031d8b101394476faed,20000,SIM,2026-03-07 15:00:07,2025-10-30 00:00,2026-03-18 12:00
