view,mercado,conditionId,slot_utc,notional_usd,n_trades
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-08 00:00,460.303376,21
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-08 12:00,2297.407874,60
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-09 00:00,3252.049793,50
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-09 12:00,1254.875488,42
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-10 00:00,2549.460288,33
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-10 12:00,4047.349281,92
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-11 00:00,1444.972286,32
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-11 12:00,1564.573696,52
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-12 00:00,2381.212291,38
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-12 12:00,7412.269889,53
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-13 00:00,4404.899294,44
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt1,0xa7e1a7561e1866aa345c0be640df952e1d41decf0a5c4bb571f077142fed025d,2026-02-13 12:00,1797.113563,24
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt2,0x8253528e603b5cabb8ab45d1e1209bda57aa2a9f6f0d61aba7ad0a38147a86ee,2025-12-20 00:00,0.000000,0
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt2,0x8253528e603b5cabb8ab45d1e1209bda57aa2a9f6f0d61aba7ad0a38147a86ee,2025-12-20 12:00,0.000000,0
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt2,0x8253528e603b5cabb8ab45d1e1209bda57aa2a9f6f0d61aba7ad0a38147a86ee,2025-12-21 00:00,0.000000,0
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt2,0x8253528e603b5cabb8ab45d1e1209bda57aa2a9f6f0d61aba7ad0a38147a86ee,2025-12-21 12:00,1270.000000,2
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt2,0x8253528e603b5cabb8ab45d1e1209bda57aa2a9f6f0d61aba7ad0a38147a86ee,2025-12-22 00:00,0.000000,0
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt2,0x8253528e603b5cabb8ab45d1e1209bda57aa2a9f6f0d61aba7ad0a38147a86ee,2025-12-22 12:00,0.000000,0
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt2,0x8253528e603b5cabb8ab45d1e1209bda57aa2a9f6f0d61aba7ad0a38147a86ee,2025-12-23 00:00,9.000000,1
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt2,0x8253528e603b5cabb8ab45d1e1209bda57aa2a9f6f0d61aba7ad0a38147a86ee,2025-12-23 12:00,0.000000,0
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt2,0x8253528e603b5cabb8ab45d1e1209bda57aa2a9f6f0d61aba7ad0a38147a86ee,2025-12-24 00:00,0.000000,0
2.2,CPI_G4_janeiro-2026_january-inflation-us-monthly_will-monthly-inflation-increase-by-0pt2,0x8253528e603b5cabb8ab45d1e1209bda57aa2a9f6f0d61aba7ad0a38147a86ee,2025-12-24 12:00,0.000000,0
